geoid,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20
U13193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00621928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.732681845,0,1.871047412,1.663644379
U13195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.047418206,1.990406242,2.005696177,1.989139299,1.90668675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488538255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.384131223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105484788,2.069921964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275519956,0,0,0,0,0,0,0,0,0,0,2.496317931,2.463114855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90719585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.075420792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.986649714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13199,0,6.356066866,6.311637081,6.336533283,6.27569111,4.752851711,6.396622583,3.249918752,6.500788221,4.971002486,5.044305819,4.943968359,5.24897645,5.879470848,5.959949142,5.824677216,3.882816595,4.094836411,3.980812484,6.017088531,5.967417898,5.720060251,3.968647683,6.012385514,2.041482933,6.118952435,6.047046018,4.234865649,4.249081136,6.389095943,4.168316625,0,0,0,0,1.722652885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.121475698,2.189429435,0,0,0,2.356489773,0,0,0,0,0,2.318625519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.266545784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.876876877,0,0,1.702707305,1.743375174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13201,3.114246119,3.178033433,3.15581854,1.584133321,1.568922778,1.584283904,3.198311292,3.249918752,1.625197055,1.657000829,1.681435273,1.647989453,1.749658817,3.919647232,1.986649714,3.883118144,1.941408298,2.047418206,3.980812484,2.005696177,1.989139299,1.90668675,5.952971525,4.008257009,2.041482933,4.079301624,4.031364012,2.117432824,2.124540568,2.129698648,2.084158313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105440458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.334103588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76709666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13207,1.557123059,1.589016716,1.57790927,1.584133321,1.568922778,1.584283904,4.797466937,1.624959376,1.625197055,3.314001657,6.725741093,3.295978906,1.749658817,1.959823616,1.986649714,1.941559072,1.941408298,2.047418206,1.990406242,2.005696177,1.989139299,1.90668675,1.984323842,2.004128505,2.041482933,2.039650812,4.031364012,2.117432824,2.124540568,4.259397295,4.168316625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.873325715,0,0,0,0,0,0,0,1.969007817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.828922582,1.866333215,3.736781137,3.779503751,1.873220441,1.949849862,2.090869174,6.219808015,1.949127765,5.852859122,5.66379701,2.049096349,2.062110777,2.105351804,2.072495907,1.994336086,4.01243856,1.75367834,1.754355187,5.419564628,1.895411209,1.856596487,1.948482132,2.048466723,2.04662205,4.052767027,2.072066472,2.080472683,2.156985397,4.278166378,4.25206225,2.145416318,2.1709398,2.165580267,2.215231935,4.375314476,2.1374829,2.089995193,2.082465639,4.193751311,2.126935511,2.138900178,2.1486893,2.120575948,2.106327408,4.339336082,2.175568367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.178156597,0,0,0,0,0,0,0,2.105351804,4.19322375,4.242951397,8.757717739,4.574670052,4.572055596,2.345545809,2.356489773,4.668207175,4.930480229,4.469273743,2.319593607,2.323744016,4.637251038,2.310749607,2.365520178,4.846370069,2.332851211,2.265210891,2.302078777,2.369892881,4.649000465,4.773497542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21253623,0,0,0,0,0,0,0,0,0,0,0,0,0,1.911680367,0,0,0,0,0,0,0,1.817653046,3.347336357,0,1.816167523,3.27203717,3.291422553,3.197288699,1.741038007,3.489731465,1.941106819,6.060238773,6.226262375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13209,0,0,0,0,3.137845555,0,0,0,0,0,0,1.647989453,0,0,0,0,0,2.047418206,1.990406242,0,0,0,0,0,2.041482933,2.039650812,0,0,2.124540568,0,2.084158313,0,0,0,0,0,0,0,0,0,0,0,0,1.701085292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13211,0,0,1.57790927,0,1.568922778,0,0,0,0,0,0,0,0,0,1.986649714,1.941559072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594921769,0,0,0,0,0,0,0,0,0,0,0,0,1.783643985,3.703840883,3.807638122,0,0,0,0,0,0,0,0,0,0,1.804109762,1.924446241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.156985397,0,2.126031125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.154011847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.673668179,0,1.816167523,1.636018585,0,1.59864435,1.741038007,0,0,0,0,0,0,0,0,2.042108273,0,0,0,0,0,0,0,1.806456275,0,0,0,1.702707305,1.743375174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.472371251,0,0,0,0,0,0,1.871047412,1.663644379
U13213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.487807418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.126935511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.122196048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.334103588,2.465240114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246332862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13215,18.68547671,19.0682006,11.04536489,3.168266641,4.706768333,6.337135615,1.599155646,8.12479688,4.875591165,1.657000829,5.044305819,4.943968359,3.499317633,5.879470848,3.973299428,5.824677216,5.824224893,4.094836411,1.990406242,6.017088531,5.967417898,9.533433752,3.968647683,6.012385514,4.082965866,10.19825406,8.062728024,4.234865649,8.498162272,4.259397295,4.168316625,1.594921769,1.62319217,4.613681102,1.661847309,5.167958656,1.722385849,5.008681715,3.332389156,5.089749245,6.511688481,8.680856974,5.100566163,5.103255877,7.134575939,7.407681766,11.42291437,0,0,0,0,1.873325715,3.791181711,3.801125133,5.507214451,1.757222183,5.241181712,3.608219524,1.924446241,1.969007817,0,1.613293539,5.949459343,7.442691277,7.439037091,7.603059471,4.729250414,3.214348853,6.278350677,6.918021446,5.350645645,6.993373778,6.815703381,7.525728585,7.315690327,5.598999645,9.341952842,3.779503751,3.746440881,3.899699723,4.181738349,8.293077354,5.847383296,3.901906081,3.775864673,4.098192697,4.124221553,4.210703609,6.21748772,3.988672171,4.01243856,0,1.754355187,0,1.895411209,1.856596487,1.948482132,2.048466723,4.093244101,4.052767027,2.072066472,0,2.156985397,0,2.126031125,2.145416318,2.1709398,2.165580267,4.43046387,2.187657238,4.2749658,2.089995193,4.164931279,4.193751311,4.253871023,2.138900178,4.297378599,2.120575948,2.106327408,6.509004122,2.175568367,2.282062985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.371916509,2.191828862,0,4.362906568,4.38490715,0,0,0,0,0,0,2.200607368,8.840755885,14.80165779,10.14713343,4.02949591,15.64853393,12.68498943,12.63344072,8.356313195,8.338197282,12.59630928,4.210969576,6.209765892,14.62690933,8.260025606,4.116242694,12.63211083,4.19322375,6.364427095,6.568288304,4.574670052,4.572055596,4.691091617,2.356489773,2.334103588,4.930480229,2.234636872,4.639187214,4.647488033,2.318625519,2.310749607,0,7.269555103,6.998553632,11.32605446,4.604157554,2.369892881,2.324500232,2.386748771,2.356823003,2.367760572,2.275519956,4.479383637,6.738847208,2.246332862,2.350065802,2.423008892,4.533091568,7.032678513,2.34367676,2.372422956,2.394636015,4.992635862,2.463114855,2.404192912,2.21253623,2.152574479,2.139495079,2.105440458,6.342092468,2.062451017,4.012921608,3.682495259,1.76709666,1.764788931,1.843148097,1.821526804,3.294730079,1.842910324,0,1.90719585,0,0,0,4.112687641,5.569686055,0,1.817653046,0,1.705204283,3.632335047,0,1.645711276,3.197288699,0,3.489731465,5.823320457,4.040159182,10.37710396,6.176525087,2.057994279,4.040893846,4.030876514,2.042108273,0,0,0,0,7.698525732,7.165376899,1.798011399,1.806456275,1.876876877,1.867727536,0,6.810829218,1.743375174,3.64126279,7.424042762,7.387297542,1.830831197,3.742655039,0,0,1.853087243,0,0,0,2.512752218,0,2.420369833,9.676326866,10.13222554,2.472371251,2.489234063,7.658140603,11.11831743,5.742835812,1.732681845,0,0,1.663644379
U13217,1.557123059,1.589016716,1.57790927,1.584133321,0,0,4.797466937,4.874878128,4.875591165,1.657000829,0,0,0,0,0,0,0,0,0,0,1.989139299,1.90668675,3.968647683,0,0,4.079301624,0,2.117432824,2.124540568,0,0,0,0,0,0,0,0,1.669560572,1.666194578,0,1.62792212,1.736171395,0,0,0,0,0,1.92315089,5.97335882,1.892792247,0,0,1.895590856,0,1.83573815,0,0,0,0,0,0,1.613293539,0,0,0,0,0,0,1.569587669,0,1.783548548,1.748343445,0,0,0,0,0,0,0,0,0,2.073269338,1.949127765,1.950953041,0,2.049096349,0,0,0,1.994336086,2.00621928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1709398,2.165580267,2.215231935,2.187657238,0,0,0,0,2.126935511,0,0,0,0,4.339336082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.371916509,2.191828862,2.182738901,0,0,4.308023694,0,4.184187954,0,0,0,0,0,0,0,0,0,0,0,0,2.08454932,2.09938488,4.210969576,4.139843928,0,0,0,4.210703609,0,0,0,0,0,2.345545809,0,2.334103588,0,2.234636872,0,2.323744016,2.318625519,6.932248822,7.096560534,2.423185034,2.332851211,4.530421782,2.302078777,0,2.324500232,4.773497542,2.356823003,4.735521144,4.551039913,4.479383637,2.246282403,0,0,0,0,2.344226171,2.34367676,4.744845911,2.394636015,0,2.463114855,0,2.21253623,2.152574479,2.139495079,6.316321374,2.114030823,2.062451017,2.006460804,1.841247629,1.76709666,1.764788931,1.843148097,0,0,0,0,1.90719585,1.857251639,0,1.920786754,2.056343821,1.856562018,1.82992662,1.817653046,0,0,7.264670093,3.27203717,3.291422553,3.197288699,1.741038007,0,0,0,0,2.058841696,0,0,0,0,0,2.073226355,0,3.736362278,1.924631433,0,0,0,0,1.867727536,0,0,0,0,0,0,0,0,0,0,7.412348973,0,1.95710036,0,0,0,2.420369833,2.419081717,2.533056386,2.472371251,0,0,0,1.914278604,0,0,3.742094825,1.663644379
U13219,1.557123059,4.767050149,4.733727811,6.336533283,4.706768333,4.752851711,6.396622583,3.249918752,3.25039411,4.971002486,5.044305819,8.239947264,5.24897645,3.919647232,3.973299428,5.824677216,11.64844979,10.23709103,7.961624968,4.011392354,3.978278599,1.90668675,1.984323842,2.004128505,2.041482933,2.039650812,2.015682006,2.117432824,2.124540568,0,2.084158313,0,0,0,0,0,0,0,0,1.696583082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.804109762,3.848892481,1.969007817,1.636714786,0,0,0,0,9.123671365,3.152833609,3.214348853,0,0,0,0,1.703925845,1.881432146,3.657845163,5.598999645,7.473562273,3.779503751,3.746440881,5.849549585,2.090869174,6.219808015,5.847383296,7.803812162,5.66379701,4.098192697,6.18633233,6.316055413,4.144991814,3.988672171,4.01243856,3.507356681,3.508710374,3.613043086,3.790822419,7.426385949,5.845446397,6.145400168,4.093244101,2.026383513,4.144132944,4.160945367,2.156985397,2.139083189,4.25206225,4.290832636,4.3418796,4.331160534,4.43046387,8.750628951,4.2749658,6.269985579,6.247396918,4.193751311,6.380806534,4.277800355,4.297378599,4.241151897,4.212654815,8.678672163,4.351136734,0,4.566314299,2.384131223,0,2.301337077,0,0,0,0,0,0,0,0,2.337267734,0,0,0,2.182738901,0,0,0,0,0,4.244392097,0,2.077404076,0,0,0,0,2.014747955,1.956066741,0,0,2.089078299,0,0,0,0,0,0,4.116242694,0,0,0,0,0,0,0,0,0,0,0,2.319593607,0,2.318625519,2.310749607,4.731040356,2.423185034,0,0,0,0,0,0,0,0,0,0,2.246282403,0,0,0,0,2.344226171,0,0,0,0,0,2.404192912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.705204283,0,1.636018585,1.645711276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.582688449,0,1.806456275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91420072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666194578,1.696583082,0,1.736171395,1.700188721,0,0,0,0,0,0,0,0,0,0,1.900562567,1.83573815,1.757222183,1.747060571,1.804109762,1.924446241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33535731,0,0,0,0,0,0,2.371916509,2.191828862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.372422956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U13223,4.671369178,3.178033433,4.733727811,1.584133321,0,3.168567807,0,0,0,0,0,1.647989453,1.749658817,0,1.986649714,0,0,4.094836411,0,0,0,0,0,0,0,4.079301624,0,0,0,0,0,1.594921769,0,0,0,0,0,0,0,0,0,0,0,0,3.567287969,1.851920441,3.807638122,3.846301781,1.991119607,1.892792247,7.323190714,5.619977145,3.791181711,3.801125133,1.83573815,3.514444366,0,0,0,1.969007817,0,0,0,1.488538255,0,0,0,0,0,1.729505361,0,1.748343445,1.703925845,1.881432146,0,0,0,1.889751876,0,0,0,0,0,0,0,0,0,0,0,1.994336086,0,1.75367834,0,1.806521543,1.895411209,0,0,0,0,0,0,0,0,0,0,2.145416318,2.1709398,0,0,0,0,0,2.082465639,2.096875655,2.126935511,2.138900178,0,0,0,0,0,0,0,0,0,2.301337077,2.246433786,8.84936174,2.407028523,2.33535731,2.303404432,2.308669052,4.635853692,2.355934599,2.337267734,4.663309084,7.115749526,2.191828862,2.182738901,6.544359853,2.192453575,2.154011847,8.324835064,2.092093977,2.122196048,2.066457266,2.077404076,2.200607368,2.210188971,2.114522541,2.029426687,4.02949591,9.780333705,6.342494715,2.105573453,8.356313195,4.169098641,2.09938488,2.105484788,6.209765892,4.179116953,6.195019205,6.174364041,2.105351804,2.096611875,2.121475698,2.189429435,6.862005078,2.286027798,2.345545809,9.425959091,7.002310763,2.465240114,8.938547486,4.639187214,2.323744016,4.637251038,0,0,7.269555103,11.66425605,2.265210891,2.302078777,0,4.649000465,2.386748771,0,4.735521144,2.275519956,2.239691818,2.246282403,2.246332862,0,0,2.266545784,0,0,0,0,0,0,0,2.21253623,2.152574479,0,0,0,2.062451017,0,1.841247629,0,0,0,0,0,0,0,0,0,0,1.920786754,0,1.856562018,1.82992662,0,0,0,0,0,1.645711276,0,0,1.744865733,3.882213638,0,0,2.058841696,0,0,0,0,0,0,0,0,1.924631433,0,1.798011399,0,0,0,0,1.702707305,1.743375174,0,3.712021381,0,0,0,1.809103408,1.782499421,1.853087243,0,3.91420072,2.521622917,2.512752218,2.48447205,2.420369833,2.419081717,0,2.472371251,2.489234063,3.829070302,3.706105809,0,1.732681845,0,0,0
