dest_subpl,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20
U3401962250,11.88212928,9.113554894,6.075149601,15.21560512,12.083862,6.106683765,15.42971764,15.64651396,6.234219632,6.260956674,3.145841198,0,9.611379874,6.52188091,19.8222604,9.80360119,6.512960792,10.01134619,13.16092521,6.663779029,9.911457645,12.91989664,6.559312584,10.01201442,6.7170445,10.051935,16.73864283,10.41196682,13.7014455,13.8102472,10.26869759,0,0,5.570409982,8.706251088,5.984798612,2.971503284,5.823263939,2.877615033,5.907895903,8.645533141,2.982225933,5.923995142,9.007115621,15.13637877,3.087944664,9.368851691,6.393453104,6.480251434,25.04853153,6.193484454,18.92326616,12.55374572,9.512937595,6.208095356,12.16064208,8.983649757,9.171787581,9.48556613,6.398362019,0,11.46756114,8.365867262,2.892263196,14.16229996,2.826215979,22.77904328,17.46267354,2.899223008,6.193100886,12.67909218,18.74941408,3.054274457,16.16762595,0,6.430868167,9.692740138,6.598700056,6.557377049,6.763154335,7.359976448,7.346728869,3.474514437,3.461165721,6.699494188,0,7.083156254,0,0,13.69019098,6.922331441,6.097003323,0,0,0,0,0,3.314990387,3.308628904,6.569007423,0,3.363605785,0,0,3.443881944,6.927366562,0,6.971313047,10.56300834,3.502504291,3.462723779,3.387878172,0,0,6.88539264,13.58649502,3.441156228,3.425009419,0,0,3.537944454,0,9.876868374,3.386960203,6.612444621,3.273536729,3.228514238,3.203793291,6.713436944,0,6.509145349,6.580679126,0,3.279333639,3.265626021,3.266799517,16.44790947,3.165258127,6.271755151,3.154474622,9.452391455,3.153877693,9.207255317,3.082519035,6.179323982,0,3.126856571,3.227368081,6.417043668,3.148019895,6.210022977,21.69331846,3.042658066,3.131752842,3.128715349,3.129009043,3.119735446,6.339345146,15.86546089,3.126270047,6.213881812,9.297424613,15.46503356,3.153778226,18.68809568,9.544109694,0,0,9.723212549,6.579163788,0,26.31059659,20.52896295,0,19.69214612,0,9.914405631,19.7057278,6.717946995,6.729248679,10.00834028,6.559527714,9.87231802,6.687397599,9.887284952,13.44221528,23.3216725,36.70949441,19.53315753,32.39915762,6.472491909,9.659036028,62.76427061,90.95196389,19.42439056,16.44033801,29.5004589,9.828331804,23.15197619,16.93136027,10.08912056,63.44542024,45.38234627,57.12290946,15.71437551,6.293662282,19.14852875,41.56940492,34.94615116,3.009057262,35.35755326,5.925399224,0,70.04507248,54.40229062,2.934961259,2.99195165,0,11.81265135,11.76989848,75.82880888,72.71807518,14.83415416,14.66705779,9.013339743,17.25774441,14.75840491,73.80981671,2.870428842,11.71268777,17.17229536,27.05627706,43.01603884,12.9642834,23.07945928,3.32745483,3.284503711,23.15350776,3.306768956,13.23670538,0,0,16.67389202,6.045218232,9.175995596,28.40012622,6.075149601,9.155273438,37.02218246,9.478972479,22.07992934,9.391729017,5.934365913,0,3.063819357,9.304345129,99.64501464,3.118373456,6.29089079,3.083944982,0,3.155071778,65.73541495,77.57166948,3.765060241,10.1509102,10.02539767,3.327565553,13.26831857,47.17457964,62.72904355,16.6311868,3.203177552,9.755463059
U3401970980,0,0,0,0,0,0,0,0,0,0,3.145841198,3.117401334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785204991,2.902083696,0,0,0,5.755230065,2.953947951,0,0,0,0,0,0,3.122950564,0,0,0,0,0,0,0,0,0,0,0,0,3.19918101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363605785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.773920406,0,0,0,0,0,0,0,0,0,0,0,0,6.579163788,0,0,0,0,0,0,0,0,3.077870114,0,0,0,0,0,0,0,0,0,0,0,0,6.346184357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.358973498,6.729248679,0,0,0,0,0,6.721107639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.946462771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.417051085,0,0,0,0,0,0,0,9.478972479,0,0,0,0,0,3.101448376,0,0,0,0,0,0,0,3.372681282,0,0,3.341799225,0,0,0,0,0,0,0
U3401972510,0,3.037851631,0,0,0,0,0,0,0,0,0,0,3.203793291,0,0,3.267867063,0,3.337115397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91163197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138436431,0,3.104047678,0,0,0,6.323710753,3.19918101,2.879106325,0,0,2.892263196,0,2.826215979,8.54214123,0,0,3.096550443,9.509319133,9.37470704,3.054274457,6.467050378,6.300403226,3.215434084,6.461826758,6.598700056,3.278688525,3.381577168,3.679988224,3.673364434,3.474514437,3.461165721,3.349747094,3.50262697,3.541578127,3.560619548,3.547608912,3.422547745,3.461165721,3.048501661,3.076449777,3.112259189,3.214710515,3.16676167,3.245910153,9.94497116,3.308628904,3.284503711,3.353566518,3.363605785,3.416000547,6.814774431,3.443881944,3.463683281,3.487966516,3.485656523,3.521002782,3.502504291,13.85089511,3.387878172,6.765442122,3.400666531,3.44269632,3.396623756,3.441156228,3.425009419,3.393626769,3.490766921,3.537944454,0,0,3.386960203,0,0,0,0,0,0,3.254572675,0,0,0,0,0,6.579163788,0,0,0,0,3.153877693,0,0,0,3.077870114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.153778226,3.114682614,3.181369898,3.211716341,0,0,3.289581894,0,9.866473722,3.421493824,0,3.282024353,0,0,0,0,3.36462434,0,0,0,0,0,16.8027691,0,3.337226765,0,0,0,0,0,10.10577377,6.474796853,3.288067603,3.277828766,0,0,6.772544106,0,0,3.241596162,0,0,0,9.574264377,0,0,0,0,0,6.078842588,3.045437934,2.863278454,0,0,0,0,0,6.06630471,0,0,0,0,0,2.951680982,0,0,5.856343885,0,0,0,3.24107085,6.594131223,0,3.284503711,0,3.306768956,3.309176346,0,0,0,0,0,0,0,0,0,3.159657493,0,0,0,0,0,0,24.91125366,3.118373456,0,0,3.059226628,0,3.286770748,3.372681282,0,3.383636733,3.341799225,0,0,10.10883849,23.11070025,0,0,0
U3401974420,8.911596958,0,0,12.1724841,6.041931001,6.106683765,0,0,0,3.130478337,3.145841198,0,0,3.260940455,0,3.267867063,6.512960792,3.337115397,13.16092521,0,0,6.45994832,0,3.337338139,10.07556675,3.350644999,3.347728566,0,0,0,0,0,2.862704683,0,2.902083696,5.984798612,0,5.823263939,0,2.953947951,5.763688761,0,0,0,0,12.35177866,21.86065395,0,3.240125717,0,9.290226682,9.461633078,15.69218215,6.341958397,6.208095356,6.080321041,2.994549919,9.171787581,6.323710753,3.19918101,5.758212651,0,2.788622421,2.892263196,5.664919983,2.826215979,2.84738041,11.64178236,5.798446016,6.193100886,9.509319133,9.37470704,6.108548914,16.16762595,6.300403226,3.215434084,0,0,3.278688525,0,3.679988224,3.673364434,0,0,0,0,0,0,3.547608912,10.26764323,3.461165721,0,6.152899554,3.112259189,0,3.16676167,0,0,0,0,0,0,0,3.407387215,0,3.463683281,0,0,0,0,10.38817134,0,0,0,0,6.793247512,0,3.425009419,6.787253538,3.490766921,0,3.317189677,9.876868374,3.386960203,0,0,0,0,3.356718472,6.566850538,3.254572675,3.290339563,0,9.838000918,3.265626021,3.266799517,0,3.165258127,9.407632726,3.154474622,9.452391455,6.307755385,6.138170211,3.082519035,0,21.5450908,3.126856571,0,3.208521834,9.444059686,6.210022977,21.69331846,0,0,0,3.129009043,3.119735446,0,3.173092178,0,0,3.099141538,6.186013424,3.153778226,21.8027783,3.181369898,3.211716341,3.28633869,12.9642834,6.579163788,3.329670696,9.866473722,10.26448147,6.467886941,3.282024353,0,6.609603754,0,16.79486749,13.45849736,3.336113428,0,6.581545347,3.3436988,26.3660932,20.16332292,19.990005,3.337226765,0,0,0,3.219678676,3.303382664,20.21154753,0,3.288067603,6.555657532,0,16.53712585,23.70390437,23.54128132,0,3.241596162,9.52048491,9.428625306,18.88098685,12.76568584,0,0,6.018114525,0,2.962699612,27.35479165,30.45437934,8.589835361,0,2.99195165,0,11.81265135,5.884949242,0,15.80827721,0,2.933411558,12.01778632,11.50516294,2.951680982,3.075409029,5.740857684,2.928171942,2.862049227,3.006253006,3.072574203,3.24107085,19.78239367,9.982364489,9.853511134,6.61528793,3.306768956,0,6.722915056,3.417051085,13.33911362,0,0,3.15556958,0,6.103515625,6.170363743,6.319314986,3.154275621,9.391729017,0,2.980359431,12.25527743,12.40579351,0,9.355120369,6.29089079,6.167889965,6.118453255,0,9.860312243,10.11804384,0,3.383636733,13.3671969,0,0,10.10883849,6.603057215,3.32623736,3.203177552,0
U3401978230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.580462607,3.331889515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.902083696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.463683281,0,0,0,0,0,0,0,0,6.88539264,0,0,0,3.393626769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.154474622,0,0,0,0,6.179323982,0,0,0,0,0,0,0,0,0,0,0,0,3.169672573,0,0,0,0,0,0,0,0,0,0,0,3.289581894,0,13.1552983,0,0,0,0,3.304801877,0,0,6.729248679,0,0,0,0,0,0,0,0,0,0,12.94498382,0,0,0,3.237398427,0,3.277828766,0,0,0,3.363040188,0,0,3.17349497,0,0,0,3.197646532,0,3.009057262,5.892925543,0,0,0,2.863278454,0,0,3.034993475,0,0,0,0,0,2.933411558,0,0,0,12.30163612,0,0,0,6.012506013,0,3.24107085,3.297065612,3.32745483,0,0,3.306768956,3.309176346,0,3.417051085,0,0,0,3.15556958,0,3.051757813,6.170363743,9.478972479,0,0,2.967182957,5.960718863,0,0,0,0,0,6.167889965,0,3.155071778,6.573541495,3.372681282,0,3.383636733,6.683598449,0,0,6.739225663,3.301528608,3.32623736,0,3.25182102
U3402119780,32.67585551,12.15140653,15.187874,18.25872615,24.167724,15.26670941,12.34377411,28.16372512,9.351329447,9.391435011,31.45841198,15.58700667,16.01896646,16.30470228,26.42968053,16.33933532,13.02592158,26.69692318,13.16092521,29.98700563,13.21527686,12.91989664,6.559312584,26.69870511,13.434089,26.80515999,20.0863714,0,0,0,17.11449598,19.89258007,34.3524562,16.71122995,2.902083696,5.984798612,14.85751642,11.64652788,23.02092026,32.49342747,17.29106628,14.91112967,8.885992713,9.007115621,21.19093028,33.9673913,34.3524562,28.77053897,12.96050287,12.52426576,12.38696891,18.92326616,28.24592788,15.85489599,21.72833375,12.16064208,14.9727496,12.22905011,9.48556613,28.79262909,43.18659488,11.46756114,8.365867262,8.676789588,11.32983997,2.826215979,31.32118451,43.65668384,8.697669025,6.193100886,3.169773044,3.124902347,9.162823371,12.93410076,12.60080645,16.07717042,6.461826758,23.0954502,13.1147541,23.67104017,14.7199529,25.71355104,17.37257218,27.68932576,23.44822966,31.52364273,24.79104689,21.36371729,17.73804456,44.49312068,20.76699432,24.38801329,15.38224888,15.56129594,19.28826309,28.50085503,22.72137107,23.20493271,19.85177343,29.5605334,16.76783259,30.27245207,23.91200383,20.44432329,37.88270138,24.24578297,38.36763167,31.37090871,35.21002782,10.50751287,10.38817134,13.55151269,10.14816318,6.801333061,10.32808896,13.58649502,10.32346869,10.27502826,16.96813384,13.96306769,21.22766673,6.634379354,16.46144729,6.773920406,0,19.64122037,3.228514238,6.407586583,0,9.850275808,0,6.580679126,0,9.838000918,16.3281301,0,9.868745682,0,9.407632726,9.463423867,12.60318861,12.61551077,18.41451063,18.49511421,18.53797195,30.77870114,9.380569713,3.227368081,3.208521834,12.59207958,6.210022977,0,15.21329033,15.65876421,12.5148614,21.9030633,12.47894179,28.52705316,31.73092178,18.75762028,18.64164544,15.49570769,6.186013424,9.461334679,43.60555659,19.08821939,19.27029805,19.71803214,35.65177935,16.44790947,16.64835348,62.48766691,58.16539501,25.87154777,19.69214612,29.66185485,13.21920751,19.7057278,23.51281448,13.45849736,10.00834028,3.279763857,6.581545347,16.718494,13.1830466,23.52387673,23.3216725,10.01168029,48.83289384,6.479831524,19.41747573,6.439357352,49.55073996,16.84295628,22.66178899,13.15227041,19.6669726,16.38055301,9.922275509,33.86272053,50.44560282,6.678465289,12.96638465,15.86747485,28.28587592,18.88098685,47.87132189,22.38352573,6.353845665,27.08151536,26.51816494,11.85079845,24.31537035,48.72700694,20.04294918,17.60976755,14.95975825,36.4199217,8.859488512,5.884949242,30.33152355,34.77820987,26.70147748,8.800234673,21.03112607,20.13403515,35.42017179,61.50818059,34.4451461,17.56903165,11.44819691,27.05627706,12.29029681,25.9285668,36.26772173,23.29218381,26.27602969,6.61528793,16.53384478,19.85505808,47.06040539,30.75345976,46.68689766,30.22609116,21.41065639,37.86683496,27.3381732,18.31054688,46.27772807,34.75623242,25.23420496,12.52230536,14.83591478,11.92143773,3.063819357,12.40579351,21.79734695,12.47349383,31.45445395,18.50366989,3.059226628,12.62028711,23.00739523,13.49072513,30.12048193,13.53454693,6.683598449,19.96539332,26.53663714,70.76186946,33.01528608,33.2623736,12.81271021,9.755463059
U3402122185,8.911596958,15.18925816,12.1502992,3.043121025,3.020965501,18.3200513,12.34377411,9.387908374,21.81976871,6.260956674,3.145841198,12.46960534,19.22275975,13.04376182,13.21484027,16.33933532,13.02592158,3.337115397,0,16.65944757,23.12673451,9.689922481,9.838968876,30.03604325,13.434089,83.76612498,43.52047136,55.53048971,54.80578201,41.43074161,44.49768954,51.15234875,42.94057025,41.77807487,55.13959023,56.85558681,47.54405254,52.40937545,57.55230065,32.49342747,57.63688761,59.64451867,74.04993928,60.04743748,72.65461811,71.02272727,65.58196184,60.73780449,71.28276577,59.49026238,68.128329,69.38530924,69.04560148,44.39370878,46.56071517,45.60240781,53.90189854,61.14525054,69.56081829,51.18689615,11.5164253,31.53579313,8.365867262,8.676789588,8.497379975,16.95729588,19.93166287,8.731336768,14.49611504,9.289651328,15.84886522,9.37470704,12.21709783,9.700575567,9.450604839,9.646302251,0,3.299350028,6.557377049,3.381577168,0,0,3.474514437,0,0,0,0,3.560619548,3.547608912,0,6.922331441,6.097003323,6.152899554,6.224518378,6.429421031,9.500285009,6.491820306,6.629980773,13.23451562,9.853511134,6.707133036,0,0,6.814774431,17.21940972,6.927366562,3.487966516,10.45696957,0,0,6.925447557,6.775756344,6.765442122,6.801333061,6.88539264,0,0,6.850018838,10.18088031,6.981533843,3.537944454,6.634379354,13.16915783,0,9.918666931,3.273536729,6.457028475,0,13.42687389,3.283425269,13.0182907,6.580679126,0,6.558667279,0,3.266799517,19.73749136,6.330516254,15.67938788,6.308949245,9.452391455,12.61551077,15.34542553,12.33007614,24.71729593,6.155740228,12.50742628,6.454736163,19.251131,9.444059686,9.315034466,3.099045494,18.2559484,0,3.128715349,9.387027129,0,0,6.346184357,15.63135024,6.213881812,9.297424613,3.093006712,12.61511291,0,6.362739796,9.635149024,3.28633869,0,19.73749136,0,3.288824574,3.421493824,6.467886941,9.846073058,16.47880825,3.304801877,13.13715187,13.43589399,10.09387302,6.672226856,13.11905543,9.87231802,3.3436988,9.887284952,3.360553819,0,10.01168029,6.511052512,3.239915762,6.472491909,12.8787147,0,0,3.237398427,3.288067603,6.555657532,6.552221203,6.614850339,6.772544106,3.363040188,3.339232644,6.483192324,3.17349497,12.57150041,3.146831141,0,12.79058613,3.176922833,3.009057262,5.892925543,5.925399224,15.19710647,0,0,5.869922517,2.99195165,3.034993475,0,5.884949242,0,3.161655443,0,0,6.008893162,0,2.951680982,0,0,5.856343885,2.862049227,15.03126503,3.072574203,9.723212549,23.07945928,9.982364489,9.853511134,16.53821983,6.613537912,19.85505808,13.44583011,6.83410217,3.334778404,6.045218232,6.117330397,9.466708741,9.112724401,15.25878906,9.255545614,12.63862997,12.61710248,9.391729017,11.86873183,5.960718863,9.191458072,9.304345129,9.341720122,6.236746913,12.58178158,3.083944982,3.059226628,15.77535889,6.573541495,0,3.765060241,13.53454693,10.02539767,0,3.317079643,13.47845133,6.603057215,6.652474721,0,9.755463059
U3402129310,23.76425856,15.18925816,33.4133228,73.0349046,15.1048275,18.3200513,21.60160469,50.06884466,40.52242761,28.17430503,37.75009438,43.64361868,25.63034633,29.3484641,33.03710066,35.94653769,26.05184317,66.74230795,52.64370085,39.98267417,29.73437294,29.06976744,42.6355318,26.69870511,47.0193115,26.80515999,23.43409996,13.88262243,27.40289101,41.43074161,34.22899196,22.73437722,17.1762281,13.92602496,26.11875326,17.95439583,11.88601313,17.46979182,63.30753072,29.53947951,11.52737752,14.91112967,23.69598057,24.01897499,15.13637877,37.05533597,71.82786296,67.13125759,22.68088002,37.57279729,43.35439118,72.53918693,69.04560148,101.4713343,40.35261982,36.48192625,29.94549919,27.51536274,31.61855377,86.37788726,28.79106325,17.2013417,27.88622421,23.13810557,22.65967993,19.78351186,56.9476082,52.38802061,11.59689203,18.57930266,28.5279574,21.87431643,27.48847011,54.96992822,25.2016129,22.50803859,42.00187393,26.39480022,22.95081967,16.90788584,33.11989402,3.673364434,10.42354331,10.38349716,23.44822966,28.02101576,3.541578127,7.121239096,3.547608912,0,13.84466288,9.145504984,6.152899554,9.336777567,0,3.16676167,6.491820306,6.629980773,39.70354685,9.853511134,3.353566518,6.727211571,10.24800164,6.814774431,13.77552777,38.10051609,20.92779909,13.94262609,10.56300834,7.005008581,3.462723779,20.32726903,6.765442122,3.400666531,3.44269632,3.396623756,3.441156228,20.55005651,16.96813384,0,0,9.951569031,23.04602621,3.386960203,6.612444621,16.36768365,9.685542713,19.22275975,10.07015542,16.41712635,26.0365814,6.580679126,9.793360102,9.838000918,6.531252041,3.266799517,26.31665515,9.49577438,3.135877575,9.463423867,9.452391455,22.07714385,12.27634042,24.66015228,12.35864796,3.077870114,12.50742628,22.59157657,16.04260917,18.88811937,24.84009191,9.297136482,21.29860646,12.52701137,6.257430699,12.51603617,28.07761902,19.01803544,38.07710614,12.50508019,15.53470453,30.99141538,21.65104698,18.92266936,15.57341307,12.72547959,3.211716341,16.43169345,22.68749595,29.60623705,13.31868278,26.31059659,17.10746912,42.04126512,32.82024353,19.7745699,19.82881126,19.7057278,30.23076148,16.8231217,6.672226856,16.39881929,32.90772673,16.718494,29.66185485,10.08166146,16.6583375,26.69781412,22.78868379,12.95966305,35.5987055,32.19678676,99.10147992,40.42309506,6.474796853,62.47328445,26.22263013,26.20888481,46.30395237,81.27052927,107.617286,16.69616322,22.69117313,19.04096982,50.28600163,28.32148027,105.3169082,70.34822371,25.41538266,36.10868715,32.41109049,23.7015969,24.31537035,94.40857595,51.53901217,38.15449636,14.95975825,39.45491517,41.34427972,20.59732235,66.72935182,63.23310886,17.80098499,8.800234673,18.02667949,14.38145368,20.66176688,89.18686185,43.05643263,46.85075108,22.89639382,15.03126503,27.65316782,61.58034615,65.94131223,53.23927728,32.84503711,49.61465948,33.06768956,29.78258711,43.69894786,47.83871519,63.36078968,33.24870028,18.35199119,47.3335437,36.4508976,21.36230469,111.0665474,63.19314986,59.93123679,12.52230536,20.7702807,23.84287545,15.31909679,49.62317402,56.05032073,40.53885493,22.01811777,24.67155986,9.177679883,31.55071778,95.31635168,77.57166948,30.12048193,33.83636733,50.12698837,36.60322108,53.07327429,111.1972234,82.53821519,43.24108568,12.81271021,22.76274714
U3402131620,2.970532319,6.075703263,0,0,15.1048275,0,0,0,6.234219632,0,0,3.117401334,0,3.260940455,0,0,0,3.337115397,3.290231303,0,0,0,0,0,0,0,0,0,0,3.452561801,3.422899196,5.683594305,0,0,0,0,0,0,0,0,2.88184438,0,0,3.002371874,0,0,0,0,0,0,0,0,0,3.170979198,0,0,0,0,0,0,0,0,2.788622421,0,0,0,0,23.28356471,0,3.096550443,0,0,0,6.467050378,6.300403226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.048501661,0,0,0,6.333523339,3.245910153,3.314990387,3.308628904,0,0,0,0,0,3.443881944,3.463683281,3.487966516,0,0,0,0,3.387878172,3.382721061,0,0,3.396623756,0,0,3.393626769,3.490766921,3.537944454,0,3.292289458,0,0,0,0,0,10.07015542,6.566850538,3.254572675,0,0,0,0,3.266799517,0,0,0,0,0,0,3.069085106,0,12.35864796,3.077870114,0,0,0,0,0,0,0,0,0,0,0,0,6.346184357,0,0,3.099141538,3.093006712,0,0,3.181369898,3.211716341,3.28633869,9.723212549,3.289581894,6.659341391,0,3.421493824,3.233943471,3.282024353,3.295761651,3.304801877,0,0,10.09387302,6.672226856,3.279763857,3.290772673,10.0310964,0,13.44221528,9.995002499,6.674453529,13.02210502,6.479831524,9.708737864,3.219678676,3.303382664,3.368591255,3.237398427,3.288067603,3.277828766,3.276110601,3.30742517,6.772544106,10.08912056,3.339232644,3.241596162,3.17349497,6.285750204,0,0,12.79058613,3.176922833,6.018114525,0,8.888098836,9.118263883,3.045437934,8.589835361,5.869922517,2.99195165,6.06998695,5.906325675,2.942474621,0,3.161655443,2.966830831,5.866823115,3.004446581,2.876290735,2.951680982,3.075409029,5.740857684,2.928171942,5.724098454,6.012506013,3.072574203,0,3.297065612,6.65490966,3.284503711,3.307643965,6.613537912,3.309176346,0,3.417051085,3.334778404,3.022609116,3.058665199,3.15556958,3.0375748,0,3.085181871,3.159657493,0,6.261152678,8.90154887,2.980359431,0,0,15.56953354,3.118373456,3.145445395,15.41972491,6.118453255,0,3.286770748,3.372681282,3.765060241,3.383636733,3.341799225,3.327565553,0,10.10883849,3.301528608,3.32623736,3.203177552,3.25182102
U3402133150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.233525189,0,0,0,0,0,0,0,0,0,0,3.349747094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.128715349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.946462771,0,3.039421294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
